loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,fico_range_high,revol_util,total_acc,loan_status
22128,36 months,11.35,B,3 years,MORTGAGE,166182.01,major_purchase,2.55,2,848,96.52,43,Fully Paid
19257,36 months,5.01,D,10+ years,MORTGAGE,124357.36,home_improvement,11.05,0,753,99.85,37,Fully Paid
13855,36 months,6.66,C,10+ years,OTHER,144439.25,credit_card,14.77,2,790,0.17,25,Fully Paid
20642,60 months,6.12,C,2 years,MORTGAGE,169963.36,home_improvement,12.4,3,750,68.68,18,Charged Off
36585,36 months,25.57,G,4 years,OTHER,159163.42,home_improvement,13.67,2,718,53.55,17,Fully Paid
21025,60 months,25.92,F,7 years,MORTGAGE,77596.74,debt_consolidation,11.07,3,787,46.02,36,Charged Off
5458,36 months,23.17,E,< 1 year,RENT,123216.08,small_business,29.12,2,807,27.57,46,Charged Off
6307,60 months,13.82,C,1 year,MORTGAGE,67673.57,small_business,24.1,4,777,50.72,48,Fully Paid
19425,60 months,25.53,C,6 years,OWN,123740.08,major_purchase,22.1,2,819,45.66,16,Fully Paid
29273,60 months,18.49,G,< 1 year,OWN,96680.25,debt_consolidation,12.32,3,808,40.13,14,Fully Paid
39506,60 months,12.61,B,10+ years,RENT,87103.85,home_improvement,26.45,3,705,84.98,26,Fully Paid
6668,36 months,15.93,F,4 years,MORTGAGE,53041.51,other,2.8,3,779,27.06,29,Fully Paid
26934,60 months,6.64,C,9 years,OWN,121115.55,major_purchase,4.3,2,781,59.75,48,Fully Paid
8697,36 months,28.62,A,7 years,OWN,151276.88,home_improvement,28.62,0,789,86.42,33,Charged Off
25417,60 months,20.48,C,5 years,OTHER,122830.35,major_purchase,17.01,3,765,97.9,11,Charged Off
17446,60 months,23.28,E,2 years,OTHER,32460.8,other,4.78,0,839,60.28,39,Fully Paid
11751,36 months,21.91,E,6 years,MORTGAGE,186378.85,credit_card,28.47,2,660,52.0,33,Fully Paid
8352,36 months,21.69,F,2 years,RENT,20988.39,major_purchase,29.25,0,739,84.05,20,Fully Paid
14516,60 months,5.43,F,4 years,MORTGAGE,179310.42,major_purchase,26.44,0,764,18.84,12,Fully Paid
24299,60 months,18.13,D,6 years,OTHER,157893.2,home_improvement,7.16,3,815,63.0,13,Fully Paid
32957,36 months,25.54,B,1 year,OTHER,37380.31,small_business,8.35,2,771,6.42,24,Fully Paid
29927,60 months,6.11,E,9 years,MORTGAGE,62581.59,home_improvement,12.21,3,848,66.0,23,Fully Paid
37412,36 months,28.9,A,3 years,MORTGAGE,82814.09,debt_consolidation,17.38,4,743,79.58,20,Fully Paid
30493,36 months,15.6,A,1 year,MORTGAGE,183854.16,home_improvement,29.77,1,813,6.3,33,Fully Paid
27711,36 months,12.25,D,6 years,MORTGAGE,196386.72,other,28.68,0,738,84.84,38,Fully Paid
9003,60 months,18.3,B,2 years,RENT,35690.29,small_business,27.63,2,786,12.34,32,Charged Off
32707,60 months,25.03,B,8 years,OWN,91447.78,debt_consolidation,2.68,0,753,17.58,38,Fully Paid
4278,36 months,16.87,F,10+ years,MORTGAGE,46870.73,other,22.71,2,671,83.64,21,Fully Paid
8296,36 months,21.13,C,5 years,OWN,70118.58,small_business,26.31,3,786,12.47,8,Charged Off
26398,36 months,17.5,A,< 1 year,OTHER,196592.65,debt_consolidation,10.0,1,789,67.39,38,Charged Off
36842,36 months,20.78,A,9 years,OWN,197196.7,home_improvement,6.59,1,750,29.48,34,Fully Paid
14261,60 months,8.45,G,7 years,MORTGAGE,104984.83,small_business,22.45,1,779,24.84,49,Fully Paid
12173,36 months,5.97,A,6 years,OWN,52964.97,other,2.73,1,680,65.02,42,Fully Paid
31449,60 months,8.42,A,< 1 year,MORTGAGE,118463.35,other,28.23,0,714,10.68,34,Fully Paid
2637,36 months,12.15,G,2 years,MORTGAGE,77723.34,small_business,4.68,2,803,57.46,35,Fully Paid
32781,60 months,11.33,E,2 years,OTHER,187189.55,other,13.73,4,696,92.45,47,Fully Paid
14652,60 months,20.38,B,2 years,MORTGAGE,167278.58,other,29.48,2,832,85.14,36,Fully Paid
6103,60 months,16.4,C,6 years,OTHER,75591.32,credit_card,29.65,0,745,85.11,38,Fully Paid
26500,60 months,5.97,E,5 years,RENT,23295.64,credit_card,23.28,3,698,30.29,49,Fully Paid
35800,60 months,5.87,B,10+ years,MORTGAGE,199648.75,major_purchase,25.18,4,828,70.13,22,Fully Paid
36529,36 months,7.26,D,1 year,OTHER,143001.92,credit_card,29.02,4,681,78.01,10,Fully Paid
19452,36 months,13.83,A,4 years,OTHER,96630.95,small_business,27.82,4,708,90.14,7,Fully Paid
32174,60 months,5.15,C,5 years,MORTGAGE,71922.03,major_purchase,18.66,0,804,26.41,44,Fully Paid
36436,36 months,17.35,B,1 year,OWN,20796.4,home_improvement,22.04,1,813,76.09,18,Fully Paid
16954,36 months,14.02,D,< 1 year,OTHER,47712.69,major_purchase,17.81,1,760,23.23,42,Fully Paid
18186,36 months,18.89,A,3 years,RENT,21056.84,other,15.19,1,697,2.78,21,Fully Paid
13356,36 months,23.02,D,3 years,OWN,127565.2,debt_consolidation,26.42,2,825,48.18,31,Fully Paid
33963,36 months,11.27,G,3 years,OWN,139401.79,major_purchase,22.14,1,700,76.59,41,Fully Paid
3187,36 months,8.93,D,< 1 year,MORTGAGE,158023.31,credit_card,25.79,4,784,21.44,30,Charged Off
12707,36 months,11.95,E,2 years,OTHER,53659.88,home_improvement,2.88,1,765,4.86,18,Charged Off
36098,60 months,5.04,D,6 years,RENT,37274.76,debt_consolidation,17.29,4,726,37.38,40,Fully Paid
27935,36 months,8.0,E,3 years,OTHER,137082.64,major_purchase,9.89,4,775,20.29,28,Fully Paid
22225,36 months,23.77,F,1 year,RENT,109980.94,home_improvement,15.4,2,732,38.21,25,Fully Paid
4606,36 months,10.57,E,7 years,OTHER,177623.46,credit_card,18.39,1,724,92.08,5,Fully Paid
33828,60 months,29.86,G,10+ years,MORTGAGE,115987.88,home_improvement,25.37,3,843,74.39,46,Fully Paid
27489,60 months,9.2,G,< 1 year,RENT,100067.82,home_improvement,0.96,1,806,37.29,36,Fully Paid
15387,36 months,24.72,D,8 years,MORTGAGE,107845.0,debt_consolidation,4.92,3,673,32.5,15,Fully Paid
4927,60 months,22.63,B,4 years,OTHER,160817.91,small_business,27.64,2,773,92.12,21,Fully Paid
7296,60 months,13.05,D,1 year,RENT,23294.94,credit_card,29.02,0,725,88.88,7,Fully Paid
31444,36 months,13.27,D,3 years,RENT,185278.06,debt_consolidation,1.66,2,825,60.41,41,Fully Paid
3591,60 months,19.09,B,2 years,OTHER,148554.03,debt_consolidation,9.95,2,702,35.76,33,Fully Paid
27147,36 months,26.31,A,6 years,MORTGAGE,179352.15,debt_consolidation,0.29,3,780,79.23,23,Fully Paid
39889,60 months,14.65,C,5 years,RENT,192727.82,small_business,22.72,2,797,66.37,47,Fully Paid
2200,36 months,6.53,F,10+ years,RENT,60680.66,small_business,20.46,4,748,56.47,37,Fully Paid
16721,60 months,14.36,A,10+ years,RENT,124101.34,major_purchase,16.94,2,784,73.86,43,Fully Paid
20238,36 months,10.18,D,8 years,OTHER,107487.87,major_purchase,20.75,2,681,13.45,9,Fully Paid
12087,36 months,28.48,A,3 years,OWN,116771.44,credit_card,16.13,3,734,93.01,6,Fully Paid
31816,60 months,22.43,C,2 years,OTHER,28512.05,other,7.17,2,723,97.29,13,Fully Paid
24408,36 months,6.27,G,6 years,MORTGAGE,184517.44,credit_card,22.63,2,763,35.44,45,Charged Off
1136,36 months,12.32,A,5 years,OWN,191843.15,small_business,23.5,1,704,94.68,29,Fully Paid
18413,60 months,6.26,C,4 years,RENT,143322.38,small_business,25.63,4,677,79.58,24,Fully Paid
19978,36 months,25.75,A,9 years,RENT,66489.98,small_business,28.62,4,728,94.1,15,Fully Paid
1661,36 months,27.66,E,6 years,OWN,161697.16,debt_consolidation,22.43,4,670,91.75,16,Fully Paid
36240,60 months,7.81,D,4 years,RENT,151552.37,small_business,1.64,2,814,20.09,5,Fully Paid
28253,36 months,16.01,C,8 years,RENT,123426.25,debt_consolidation,0.63,4,776,26.0,28,Fully Paid
27884,60 months,28.3,F,3 years,OTHER,50643.11,debt_consolidation,22.2,1,686,26.06,21,Fully Paid
33854,36 months,8.63,D,< 1 year,OTHER,56212.2,credit_card,1.68,0,847,9.43,20,Fully Paid
11704,60 months,12.3,E,9 years,MORTGAGE,126092.89,home_improvement,9.48,0,823,39.77,42,Charged Off
39987,60 months,12.61,G,4 years,RENT,43188.46,major_purchase,4.08,1,844,36.26,47,Fully Paid
25527,36 months,5.75,A,< 1 year,MORTGAGE,150307.34,major_purchase,29.07,0,672,34.4,12,Charged Off
17322,60 months,5.91,D,< 1 year,MORTGAGE,58268.01,credit_card,9.49,0,770,34.89,28,Fully Paid
7968,36 months,28.82,A,< 1 year,OWN,183886.37,credit_card,1.65,3,815,6.21,10,Fully Paid
28518,36 months,19.28,A,< 1 year,OWN,181950.52,small_business,28.49,2,725,18.6,13,Charged Off
28886,60 months,12.67,D,7 years,RENT,72848.7,small_business,18.26,3,666,29.59,7,Charged Off
2700,36 months,14.47,C,1 year,OWN,35009.63,small_business,1.08,3,755,88.9,40,Fully Paid
29246,36 months,22.87,C,8 years,MORTGAGE,130054.84,debt_consolidation,25.0,1,806,92.65,27,Fully Paid
36468,60 months,14.16,D,6 years,OTHER,100714.61,debt_consolidation,4.58,0,674,28.52,35,Charged Off
24199,36 months,10.69,C,10+ years,OWN,45867.6,small_business,24.07,1,746,69.42,38,Fully Paid
33115,36 months,7.55,B,2 years,MORTGAGE,115666.67,debt_consolidation,18.08,4,747,85.06,42,Charged Off
6520,60 months,23.22,A,8 years,OWN,198690.36,credit_card,5.31,3,705,50.62,44,Fully Paid
37455,36 months,9.51,D,3 years,RENT,32416.92,small_business,22.58,0,771,75.55,39,Charged Off
21929,36 months,6.74,F,6 years,OWN,67501.17,major_purchase,13.64,2,711,97.59,21,Fully Paid
15955,60 months,15.67,E,2 years,OTHER,116950.57,major_purchase,19.14,3,683,16.22,25,Fully Paid
14917,36 months,5.99,G,4 years,RENT,162805.03,other,26.09,0,713,7.04,7,Fully Paid
5757,36 months,29.12,D,3 years,OWN,23377.0,debt_consolidation,7.81,4,840,64.0,42,Fully Paid
14045,60 months,20.68,D,5 years,OTHER,151896.8,major_purchase,10.98,1,715,50.85,39,Charged Off
5733,36 months,8.82,A,8 years,MORTGAGE,45179.04,small_business,29.92,0,681,29.66,38,Charged Off
31954,36 months,9.31,E,4 years,OWN,169522.31,major_purchase,15.24,0,834,91.66,18,Fully Paid
32135,60 months,19.25,A,< 1 year,OWN,144591.69,credit_card,16.76,3,663,84.58,20,Fully Paid
8081,60 months,13.91,F,4 years,MORTGAGE,102172.04,debt_consolidation,8.56,0,821,26.44,8,Fully Paid
24501,36 months,24.36,G,4 years,MORTGAGE,167884.99,major_purchase,12.48,4,838,77.42,13,Fully Paid
22113,36 months,18.65,C,8 years,OWN,151948.76,debt_consolidation,15.05,2,686,82.84,42,Charged Off
35441,60 months,15.83,D,7 years,OTHER,156653.12,credit_card,7.75,4,809,32.53,19,Fully Paid
25690,36 months,29.07,A,4 years,MORTGAGE,72213.27,major_purchase,7.14,0,841,9.91,5,Fully Paid
30345,36 months,14.77,G,4 years,MORTGAGE,131495.39,other,18.01,2,803,85.04,14,Charged Off
27829,36 months,15.02,F,1 year,OTHER,45399.09,small_business,5.51,4,755,9.68,15,Fully Paid
36062,60 months,21.64,F,8 years,OWN,167754.94,home_improvement,16.6,2,716,47.86,35,Fully Paid
4630,36 months,25.24,G,10+ years,RENT,114813.58,major_purchase,21.19,3,718,19.44,40,Fully Paid
32870,36 months,20.66,B,3 years,OWN,168479.06,credit_card,5.95,0,700,92.75,38,Fully Paid
4453,60 months,22.47,D,6 years,OWN,58008.24,other,22.38,2,820,10.71,42,Fully Paid
38275,60 months,14.32,F,9 years,RENT,43461.47,other,10.79,1,832,11.69,21,Fully Paid
39396,60 months,16.99,G,5 years,OWN,144014.38,home_improvement,29.78,3,758,70.17,8,Fully Paid
9328,36 months,9.93,C,4 years,OWN,30511.55,other,29.37,0,728,20.56,47,Fully Paid
16534,36 months,22.01,A,10+ years,MORTGAGE,63917.47,major_purchase,23.96,3,810,13.24,41,Fully Paid
20744,60 months,10.54,A,10+ years,OTHER,183568.46,debt_consolidation,10.28,1,833,16.82,22,Fully Paid
20389,36 months,5.03,B,4 years,OWN,43896.43,credit_card,28.12,0,760,59.59,43,Fully Paid
37320,36 months,28.34,C,6 years,RENT,87600.06,major_purchase,29.96,3,786,22.26,40,Fully Paid
36010,36 months,12.65,F,1 year,RENT,190204.92,credit_card,13.87,3,691,37.72,44,Charged Off
15665,36 months,9.92,G,8 years,MORTGAGE,23600.58,small_business,18.44,2,711,84.97,11,Charged Off
38865,60 months,11.7,B,1 year,OWN,100156.72,home_improvement,0.18,2,776,17.57,16,Fully Paid
9640,60 months,13.26,F,8 years,OWN,161562.66,home_improvement,1.31,3,692,82.63,23,Fully Paid
35716,36 months,16.86,F,10+ years,OWN,183616.47,small_business,15.02,2,844,77.54,41,Fully Paid
26521,60 months,6.73,D,3 years,OWN,152403.85,home_improvement,18.28,0,822,83.12,12,Fully Paid
31049,36 months,6.32,E,9 years,RENT,179910.51,home_improvement,9.37,2,841,34.7,14,Fully Paid
6618,36 months,12.32,G,10+ years,RENT,26186.28,other,2.97,0,770,47.24,40,Fully Paid
38004,60 months,12.39,F,9 years,MORTGAGE,37977.71,small_business,23.47,0,717,70.7,11,Fully Paid
2920,60 months,7.94,A,5 years,OWN,152790.78,debt_consolidation,12.56,0,729,3.74,32,Fully Paid
5188,36 months,15.12,F,< 1 year,RENT,155599.09,other,19.47,0,777,66.38,45,Fully Paid
13207,36 months,12.1,B,4 years,OWN,128948.86,home_improvement,19.51,3,757,12.01,47,Fully Paid
1238,36 months,5.65,G,5 years,OTHER,151449.77,debt_consolidation,16.41,4,715,28.81,22,Fully Paid
33972,36 months,27.14,F,8 years,OTHER,174449.56,credit_card,5.35,4,663,80.98,41,Fully Paid
11799,60 months,27.15,G,8 years,RENT,118186.85,credit_card,18.48,0,725,63.54,5,Fully Paid
6552,60 months,10.23,A,8 years,OTHER,190518.39,home_improvement,9.66,4,796,62.19,33,Fully Paid
29916,36 months,9.07,A,2 years,OTHER,144962.78,credit_card,24.57,0,753,22.69,26,Fully Paid
5927,36 months,18.68,B,3 years,RENT,104956.78,small_business,5.8,4,785,66.79,26,Charged Off
28964,60 months,20.77,A,7 years,MORTGAGE,95873.26,home_improvement,8.73,1,806,13.17,49,Fully Paid
12164,36 months,28.94,C,7 years,OTHER,155030.02,small_business,13.21,2,722,96.48,28,Fully Paid
38158,60 months,14.43,C,1 year,OWN,133484.46,debt_consolidation,22.2,4,847,25.27,29,Fully Paid
20071,36 months,20.46,E,7 years,OTHER,167139.81,major_purchase,21.62,0,838,82.67,24,Fully Paid
7160,60 months,26.95,G,6 years,MORTGAGE,160577.53,major_purchase,10.11,2,732,92.02,34,Fully Paid
16810,36 months,16.25,C,8 years,MORTGAGE,114356.49,other,15.32,2,792,17.18,11,Fully Paid
6126,36 months,8.06,B,4 years,MORTGAGE,190226.32,home_improvement,7.03,3,803,0.97,7,Fully Paid
31009,36 months,14.44,F,1 year,MORTGAGE,146766.31,small_business,23.11,3,794,87.43,10,Fully Paid
34584,60 months,8.41,C,4 years,MORTGAGE,56151.13,major_purchase,5.9,4,661,76.4,20,Fully Paid
26396,60 months,5.42,E,1 year,OTHER,131327.69,home_improvement,24.58,3,737,15.43,17,Fully Paid
1192,36 months,23.79,G,4 years,OTHER,56326.35,other,28.11,0,818,83.04,11,Charged Off
37413,36 months,10.96,D,8 years,OTHER,120592.87,major_purchase,29.75,3,745,81.05,33,Fully Paid
13816,36 months,5.05,D,6 years,OTHER,162188.2,other,25.71,1,820,46.13,15,Fully Paid
33130,36 months,26.81,B,6 years,MORTGAGE,166250.96,major_purchase,6.65,4,699,94.68,6,Fully Paid
37468,60 months,16.09,E,< 1 year,MORTGAGE,137148.5,credit_card,12.5,2,786,58.21,28,Fully Paid
31698,60 months,10.97,C,8 years,OWN,160995.11,home_improvement,2.67,2,846,44.29,30,Charged Off
11655,60 months,11.57,E,5 years,OTHER,105002.42,other,4.94,1,742,1.32,49,Charged Off
31075,36 months,11.01,A,6 years,MORTGAGE,119118.05,other,1.49,0,793,95.28,42,Fully Paid
10359,36 months,9.86,E,1 year,OWN,178329.26,major_purchase,19.23,2,833,12.84,13,Fully Paid
37661,60 months,26.03,C,< 1 year,OWN,108754.52,other,16.0,1,699,29.62,42,Fully Paid
34272,36 months,9.26,B,10+ years,RENT,83167.24,home_improvement,27.51,3,830,72.94,40,Fully Paid
15671,60 months,19.05,A,3 years,OTHER,163458.66,credit_card,13.89,4,769,0.53,45,Fully Paid
28048,60 months,6.93,E,8 years,MORTGAGE,29085.27,home_improvement,19.27,1,671,54.26,10,Charged Off
11738,60 months,28.74,D,8 years,OTHER,192504.26,credit_card,12.05,1,749,15.89,34,Fully Paid
26963,60 months,20.08,C,10+ years,OWN,81211.73,major_purchase,24.88,3,663,2.25,18,Fully Paid
7773,36 months,27.58,B,2 years,OTHER,133330.91,other,27.79,0,774,64.17,18,Fully Paid
37584,60 months,14.95,F,< 1 year,RENT,143381.95,other,12.95,3,718,60.3,18,Charged Off
30894,36 months,25.27,C,1 year,RENT,44674.07,major_purchase,2.48,3,708,73.43,28,Fully Paid
1717,60 months,26.34,E,8 years,MORTGAGE,168114.84,major_purchase,4.91,2,664,61.82,22,Fully Paid
12676,60 months,22.57,G,8 years,MORTGAGE,122980.33,credit_card,21.62,1,784,44.2,6,Fully Paid
5434,60 months,7.32,B,< 1 year,MORTGAGE,79027.15,debt_consolidation,9.76,1,753,47.86,36,Fully Paid
38825,60 months,5.4,D,8 years,MORTGAGE,173123.46,credit_card,23.56,3,811,22.01,30,Fully Paid
30100,36 months,9.21,A,< 1 year,OTHER,132514.47,credit_card,22.49,3,769,8.37,35,Fully Paid
5994,36 months,7.95,E,9 years,OTHER,161440.07,other,20.83,1,762,86.09,25,Charged Off
5234,36 months,23.13,B,3 years,OWN,198615.76,small_business,24.43,1,822,69.13,33,Fully Paid
4764,36 months,18.93,A,4 years,OWN,43449.75,major_purchase,22.7,1,792,12.29,18,Charged Off
38405,60 months,18.15,G,7 years,MORTGAGE,154927.37,major_purchase,18.98,0,664,26.42,45,Charged Off
35872,36 months,11.32,B,4 years,OTHER,156380.78,small_business,0.13,3,714,86.32,5,Fully Paid
24185,36 months,8.87,F,4 years,MORTGAGE,177444.14,other,15.47,3,666,95.98,38,Fully Paid
12999,60 months,10.16,E,3 years,OWN,93451.78,debt_consolidation,17.86,2,674,79.11,36,Charged Off
37487,36 months,15.01,B,8 years,OTHER,176537.24,home_improvement,28.82,2,737,57.0,43,Charged Off
3581,36 months,23.5,D,7 years,MORTGAGE,135178.98,major_purchase,19.51,4,831,86.91,16,Fully Paid
3763,36 months,11.36,G,8 years,RENT,32378.99,major_purchase,17.26,1,816,62.68,7,Fully Paid
28374,36 months,22.47,B,6 years,OWN,25673.02,credit_card,16.24,1,773,69.94,18,Fully Paid
39759,60 months,17.29,E,6 years,RENT,106667.37,debt_consolidation,3.1,4,661,82.69,26,Fully Paid
11531,60 months,27.14,B,4 years,RENT,161449.77,debt_consolidation,12.83,3,845,35.4,30,Fully Paid
26307,36 months,10.82,A,9 years,OTHER,89161.67,other,4.03,1,730,78.45,39,Fully Paid
31835,60 months,16.27,A,< 1 year,RENT,173329.79,debt_consolidation,1.58,2,669,20.7,27,Fully Paid
12064,36 months,7.42,G,5 years,RENT,108581.96,debt_consolidation,9.88,0,714,19.43,43,Fully Paid
12312,36 months,13.38,F,9 years,MORTGAGE,24731.93,small_business,19.36,3,749,81.13,8,Fully Paid
38548,36 months,17.67,C,5 years,OTHER,195259.71,credit_card,26.0,0,829,56.38,49,Fully Paid
37945,60 months,23.32,G,9 years,MORTGAGE,108130.12,other,24.31,0,672,41.39,30,Fully Paid
7476,60 months,9.95,F,3 years,MORTGAGE,137024.48,small_business,8.84,4,824,52.35,41,Fully Paid
25565,60 months,10.45,G,1 year,MORTGAGE,55872.06,small_business,1.38,0,795,97.79,47,Fully Paid
3382,60 months,20.79,C,< 1 year,OTHER,73519.52,home_improvement,12.08,1,699,89.42,30,Fully Paid
23463,60 months,14.56,D,2 years,OWN,107171.21,credit_card,9.44,4,752,50.76,30,Fully Paid
34402,60 months,17.05,A,10+ years,OTHER,174114.06,debt_consolidation,11.14,2,750,54.72,34,Fully Paid
27345,36 months,25.9,C,8 years,MORTGAGE,38351.76,other,16.77,0,796,61.42,33,Fully Paid
27946,60 months,17.48,B,< 1 year,OWN,160461.14,credit_card,0.91,1,784,79.08,36,Fully Paid
15162,36 months,21.31,D,4 years,RENT,124283.14,debt_consolidation,11.12,1,847,87.38,18,Fully Paid
9397,36 months,21.42,E,9 years,OWN,109939.75,home_improvement,16.76,2,746,14.65,33,Fully Paid
23335,60 months,25.09,C,5 years,OTHER,177785.82,major_purchase,12.93,4,797,62.82,9,Charged Off
15394,36 months,20.95,G,8 years,MORTGAGE,41261.62,small_business,20.02,4,736,22.72,34,Fully Paid
28197,36 months,6.62,F,< 1 year,RENT,198335.75,home_improvement,5.58,4,809,62.18,26,Fully Paid
23010,36 months,13.55,C,4 years,RENT,173834.02,small_business,4.61,2,843,17.13,36,Fully Paid
25123,60 months,29.73,F,< 1 year,MORTGAGE,78632.65,other,9.24,2,833,80.8,21,Charged Off
23387,60 months,9.91,G,1 year,RENT,101283.76,debt_consolidation,3.05,2,805,66.09,34,Fully Paid
3890,36 months,19.67,G,1 year,RENT,24500.6,other,7.09,4,732,86.6,10,Fully Paid
28769,60 months,26.07,F,10+ years,RENT,114968.9,debt_consolidation,2.61,0,745,94.44,9,Fully Paid
9026,36 months,19.66,A,4 years,OTHER,118589.52,home_improvement,12.06,2,776,93.39,45,Fully Paid
4306,60 months,14.31,D,9 years,OWN,186783.63,major_purchase,21.34,2,778,14.52,40,Fully Paid
34665,36 months,7.01,F,3 years,OTHER,89826.62,major_purchase,8.6,4,718,37.68,26,Fully Paid
10277,36 months,14.04,A,5 years,RENT,122711.23,small_business,0.11,2,720,48.31,27,Charged Off
15683,60 months,9.55,A,4 years,OTHER,153311.12,debt_consolidation,16.71,0,839,78.89,17,Charged Off
1670,60 months,29.02,F,1 year,RENT,129532.96,debt_consolidation,20.76,4,668,1.48,42,Fully Paid
24675,60 months,22.88,D,8 years,OTHER,48111.3,major_purchase,11.74,2,722,92.54,44,Fully Paid
18889,60 months,23.73,B,9 years,OWN,50926.75,debt_consolidation,8.91,2,673,40.72,48,Fully Paid
14006,60 months,15.9,G,7 years,MORTGAGE,44901.11,other,14.72,3,735,63.11,20,Fully Paid
27531,36 months,7.75,C,8 years,OWN,59191.21,debt_consolidation,3.04,3,676,98.06,18,Charged Off
22639,36 months,11.67,A,10+ years,OTHER,79099.36,home_improvement,19.32,1,676,88.27,26,Fully Paid
17633,36 months,11.49,C,5 years,OTHER,153140.13,major_purchase,22.0,1,710,36.22,8,Fully Paid
35660,60 months,17.17,D,4 years,OWN,30966.65,major_purchase,21.14,2,843,48.45,21,Fully Paid
4439,60 months,16.52,B,4 years,OTHER,167680.09,other,9.86,3,811,76.99,7,Fully Paid
33172,36 months,15.84,E,1 year,MORTGAGE,67243.23,other,25.28,1,736,74.36,7,Fully Paid
36622,36 months,17.4,G,10+ years,MORTGAGE,130416.26,credit_card,28.41,4,772,70.48,13,Fully Paid
12577,36 months,29.68,G,3 years,OWN,119498.3,other,8.91,3,695,1.07,42,Fully Paid
12763,36 months,12.46,B,1 year,RENT,47724.0,major_purchase,7.88,0,721,19.9,11,Fully Paid
21176,60 months,20.38,D,1 year,MORTGAGE,71713.49,major_purchase,21.12,0,677,22.17,17,Fully Paid
25255,36 months,10.99,B,7 years,OTHER,73265.77,other,21.25,0,783,25.06,36,Charged Off
20996,60 months,16.67,G,3 years,RENT,132289.46,credit_card,15.31,0,714,9.62,6,Fully Paid
36386,36 months,10.0,E,3 years,MORTGAGE,161930.09,debt_consolidation,27.7,3,765,80.66,48,Fully Paid
22062,60 months,18.95,A,6 years,RENT,199331.95,debt_consolidation,4.39,4,782,34.13,41,Fully Paid
36931,60 months,11.63,B,3 years,OTHER,37261.5,small_business,14.32,0,783,77.56,48,Fully Paid
36710,60 months,5.92,F,8 years,OWN,188960.02,debt_consolidation,1.06,4,829,93.15,17,Fully Paid
35693,60 months,25.38,F,8 years,OWN,121074.7,major_purchase,1.58,1,724,31.3,33,Fully Paid
36740,36 months,8.21,D,2 years,OTHER,84218.21,small_business,1.61,1,673,45.38,17,Fully Paid
12705,36 months,14.2,G,5 years,OWN,71223.46,small_business,14.75,2,669,8.75,24,Fully Paid
29047,36 months,16.93,G,6 years,OTHER,57627.29,other,17.67,3,783,29.48,15,Fully Paid
11966,60 months,15.81,B,2 years,OWN,120273.44,other,0.1,0,664,54.62,44,Fully Paid
18374,36 months,23.14,E,3 years,MORTGAGE,190283.05,debt_consolidation,18.98,4,809,18.02,45,Fully Paid
12138,36 months,19.92,D,< 1 year,OWN,52788.06,small_business,14.69,4,752,53.7,13,Charged Off
16935,36 months,12.38,B,10+ years,RENT,98510.07,credit_card,6.71,3,772,31.29,8,Fully Paid
1489,60 months,6.29,D,8 years,OWN,56692.66,small_business,0.45,1,754,99.0,47,Fully Paid
23260,60 months,24.19,F,6 years,OWN,51613.47,home_improvement,4.68,3,824,37.57,19,Fully Paid
27069,60 months,13.81,E,9 years,OWN,176013.53,credit_card,18.01,4,820,3.91,40,Fully Paid
20275,36 months,27.24,A,6 years,OWN,67153.26,major_purchase,19.77,3,762,47.3,35,Fully Paid
37284,36 months,14.88,E,8 years,MORTGAGE,64634.93,debt_consolidation,19.41,1,756,33.4,6,Fully Paid
33821,36 months,22.94,A,5 years,OTHER,183762.61,debt_consolidation,4.59,1,669,37.0,16,Fully Paid
17999,60 months,28.49,G,7 years,MORTGAGE,89487.25,other,27.34,0,845,37.05,25,Fully Paid
39712,36 months,21.28,C,4 years,MORTGAGE,21569.0,home_improvement,12.33,0,822,88.12,34,Fully Paid
34722,60 months,15.34,F,7 years,RENT,149813.42,debt_consolidation,23.04,0,782,49.83,48,Fully Paid
11625,60 months,19.18,G,9 years,OTHER,113062.16,major_purchase,4.99,1,708,25.28,27,Charged Off
2629,60 months,18.59,F,< 1 year,OTHER,159343.65,small_business,14.12,4,815,79.25,15,Charged Off
11973,60 months,19.62,F,2 years,RENT,122653.02,debt_consolidation,15.65,0,714,44.34,40,Fully Paid
7859,36 months,8.67,E,3 years,OTHER,83228.1,major_purchase,23.11,3,796,14.54,29,Charged Off
37046,36 months,22.46,A,10+ years,OWN,31981.57,other,18.65,4,832,99.85,11,Fully Paid
22839,60 months,8.63,C,8 years,OTHER,175868.59,credit_card,11.98,2,814,2.74,12,Fully Paid
28216,36 months,5.37,C,7 years,RENT,57275.24,major_purchase,8.48,0,819,70.92,26,Fully Paid
19945,60 months,20.62,C,7 years,RENT,194842.64,other,29.19,2,828,84.76,40,Charged Off
7539,36 months,7.92,G,1 year,RENT,64250.35,home_improvement,8.54,0,781,35.38,42,Fully Paid
34625,36 months,24.26,D,6 years,RENT,168866.41,major_purchase,3.88,4,808,15.73,7,Charged Off
5886,60 months,26.65,E,2 years,MORTGAGE,161974.68,debt_consolidation,9.01,2,735,43.66,18,Fully Paid
8485,60 months,28.62,E,5 years,OTHER,103294.48,small_business,9.81,1,666,48.25,31,Fully Paid
32455,60 months,21.61,G,3 years,MORTGAGE,92306.7,major_purchase,3.84,0,681,99.97,40,Fully Paid
